lat,lon,estado,nombre,tipo,mas informacion,address
19.3591698,-99.2704555,0,,Edificio,Grietas al Parecer no estructurales,"Av Sta Fe 482, Santa Fe, Contadero, 05349 Ciudad de México, CDMX, Mexico"
19.4915432,-99.1335846,0,,Edificio,Separación total,"Av. Montevideo 363, Lindavista Sur, 07300 Ciudad de México, CDMX, Mexico"
19.0530921,-98.2237564,0,,Edificio,Derrumbe de techo total,"Petlalcingo 100, La Paz, 72160 Puebla, Pue., Mexico"
19.4142521,-99.1640235,0,,Edificio,"Grietas en todo el edifico, se cayeron azulejos","Calle Querétaro 207, Roma Nte., 06700 Ciudad de México, CDMX, Mexico"
18.9757522,-99.2458496,0,,Edificio,Grietas en Edificio,"Avenida Universidad 708, Torres de la Universidad, 62100 Cuervaca, Mor., Mexico"
19.4219533,-99.1688904,0,,Edificio,U grieta entre venta y pared,"Valladolid 3, Roma Nte., 06700 Ciudad de México, CDMX, Mexico"
19.45192,-99.0686756,0,,Edificio,"Grietas en fachada, un cuarto y el baño con afectaciones medias.","Av. 609 91, San Juan de Aragón III Secc, 07970 Ciudad de México, CDMX, Mexico"
19.3521228,-99.186678,0,,Edificio,Grietas en la torre norte del Edificio.,"Av. Insurgentes Sur 1971, Guadalupe Inn, 01020 Ciudad de México, CDMX, Mexico"
19.45787,-99.1410681,0,,Edificio,Grietas en planta baja y escaleras,"Cda. España 2, San Simón Tolhuac, 06920 Ciudad de México, CDMX, Mexico"
19.1117934,-99.5365338,0,,Edificio,Se calló u barda frente a u escuela y aplastó un vehículo,"Sta Maria Jajalpa, 52320 Santa María Jajalpa, Méx., Mexico"
19.4127681,-98.9993539,0,,Edificio,Daño estructurales,"Calle las Isabeles 394, Benito Juárez, 57000 Nezahualcóyotl, Méx., Mexico"
19.3665965,-99.1809816,0,,Edificio,Edificio todo agrietado,"Av. Insurgentes Sur 1524, Crédito Constructor, 03940 Ciudad de México, CDMX, Mexico"
19.3825188,-99.2267081,0,,Edificio,"Hay un árbol dentro de mi domicilio y se deladeo con el sismo, esta por caer sobre mi casa que es de techo de lámi de asbesto tel 55 7745 2741","Calle Cañada Verde 9, Cañada 2da Secc, Ciudad de México, CDMX, Mexico"
19.3095315,-99.1745446,0,,Edificio,Edificio 30 afectado por grietas,"Av. del Iman 660, Ajusco, 04700 Ciudad de México, CDMX, Mexico"
19.3070856,-99.126825,0,,Edificio,"Grietas en el Edificio, departamentos y estaciomiento","Rancho Miradores 112, Girasoles III, 04920 Ciudad de México, CDMX, Mexico"
19.3991286,-99.1494383,0,,Edificio,"Fachada cuarteada, desprendimiento parte de fachada, cuarteaduras en interior departamento 2 muy evidentes.","Mitla 23, rvarte Oriente, 03020 Ciudad de México, CDMX, Mexico"
19.3962607,-99.1558941,0,,Edificio,Grietas grandes y derrumbe parcial en el Edificio del Servicio ciol del Empelo,"Avenida Cuauhtémoc 614, rvarte Poniente, 03020 Ciudad de México, CDMX, Mexico"
19.3656674,-99.1387516,0,,Edificio,Grietas en la pared derecha,"Malintzin 15, Portales Oriente, 03570 Ciudad de México, CDMX, Mexico"
19.433517,-99.1731067,0,,Edificio,Grietas en la última losa (azotea) y la caída de un pedazo de muro en los cuartos de la azotea,"Gutemberg 53, Verónica Anzúres, 11300 Ciudad de México, CDMX, Mexico"
19.4861052,-99.2465293,0,,Edificio,muros agrietados en salones de clase,"Av. Alcanfores y San Juan Totoltepec s/n, Santa Cruz Acatlan, 53150 ucalpan de Juárez, Méx., Mexico"
19.3650275,-99.1637357,0,,Edificio,Grietas fuertes en Edificio.,"Eje 8 Sur, Sta Cruz Atoyac, Ciudad de México, CDMX, Mexico"
19.4780467,-99.1797661,0,,Edificio,"Grietas en techo y paredes, también en las escaleras del Edificio","Calle Nopatitla 55, Sta Maria Manilco, 02050 Ciudad de México, CDMX, Mexico"
19.5115936,-99.0814426,0,,Edificio,Se derrumbo barda frontal de u casa dejandola susceptible de que cualquier perso ingrese en un acto de rapiña,"Físicos 12, San Jose Xal, 55347 Ecatepec de Morelos, Méx., Mexico"
19.4381646,-99.1771644,0,,Edificio,GRIETAS MUCHAS,"Bahía Santa Barbara 20, Verónica Anzúres, 11300 Ciudad de México, CDMX, Mexico"
19.3473728,-99.1323828,0,,Edificio,Se cayó u barda por completo,"Av. Cerro de las Torres, Ciudad de México, CDMX, Mexico"
19.2407249,-98.8941696,0,,Edificio,Se calló u barda de la escuela Albert Einstein.,"Paseo de Chalco Norte, La Conchita, 56600 Chalco de Díaz Covarrubias, Méx., Mexico"
19.4780467,-99.1797661,0,,Edificio,"Grietas en paredes dedepartamentos  planta baja, derrumbe de un muro en cubo de escaleras, derrumbe ligero de elementos de fachada y acabados","Calle Nopatitla 55, Sta Maria Manilco, 02050 Ciudad de México, CDMX, Mexico"
19.4414809,-99.1631713,0,,Edificio,estructutral tiene grietas vidrios rotos,"Joaquin Garcia Icazbalceta 63, San Rafael, 06470 Ciudad de México, CDMX, Mexico"
19.3650094,-99.1940498,0,,Edificio,Múltiples fracturas en la construción,"Invierno 14, Merced Gómez, 01600 Ciudad de México, CDMX, Mexico"
19.4232431,-99.1360166,0,,Edificio,Grietas y daños en puertas corredizas de vidrio.,"Cjon. San Salvador El Verde 21, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico"
19.3819388,-98.9907314,0,,Edificio,Grietas importantes en la parte baja de la casa,"Pte. 19 306, La Perla, 57820 Nezahualcóyotl, Méx., Mexico"
19.4755737,-99.2342836,0,,Edificio,Se daño y cayó algo de plafon,"Av.juárez 33, ucalpan Centro, 53000 ucalpan de Juárez, Méx., Mexico"
19.6235982,-99.1686751,0,,Edificio,Grieta en marco de la puerta,"Isidro Fabela 405, Cocem, 54945 Buevista, Méx., Mexico"
19.4111848,-99.078565,0,,Edificio,"Grietas en las paredes se han ido callendo cachos, grietas en escaleras y en la azotea donde están los ticos de agua ya está muy dañado","Alberto Braniff 29, Aviación Civil, 15740 Ciudad de México, CDMX, Mexico"
19.4719655,-99.1353538,0,,Edificio,Grietas de gran magnitud Edificio de 15 pisos de departamentos,"Av. Insurgentes Nte., Ciudad de México, CDMX, Mexico"
19.3933312,-99.0572412,0,,Edificio,Pequeñas grietas en el piso,"Av Central, Tepalcates, 09210 Ciudad de México, CDMX, Mexico"
19.3247132,-99.0835878,0,,Edificio,Grietas graves en los Edificios,"Av. 11 392, Área Federal Panteón Civil San Nicolás Tolentino, 09850 Ciudad de México, CDMX, Mexico"
16.325979,-95.2514944,0,,Edificio,Callo gran parte,"Reforma 1, Lieza, 70760 Tehuantepec, Oax., Mexico"
19.3472969,-99.1254387,0,,Edificio,Daño severo en fachada y colums,"Paseo de los Nogales 29, Paseos de Taxqueña, 04250 Ciudad de México, CDMX, Mexico"
19.3340837,-99.1772014,0,,Edificio,Grietas en paredes.,"Filosofía y Letras 21, Copilco Universidad, 04360 Ciudad de México, CDMX, Mexico"
19.4072709,-99.1473665,0,,Edificio,Los Edificios cuarteados,"Dr. Igcio Morones Prieto 85, Doctores, 06720 Ciudad de México, CDMX, Mexico"
19.4298502,-99.1597041,0,,Edificio,"La fachada está muy agrietada, se cayeron pedazos enteros de concreto y rompieron ventas","Roma 52, Juárez, 06600 Ciudad de México, CDMX, Mexico"
18.9233981,-100.2974503,0,,Edificio,Muchas grietas techo pared,"Av. 16 de Septiembre, Luvianos, Méx., Mexico"
19.4417099,-99.1451067,0,,Edificio,Grietas y aberturas en todo el Edificio departamental,"Pedro Moreno, Ciudad de México, CDMX, Mexico"
19.5007408,-99.2438875,0,,Edificio,Derrumbe total,"Mariano Azuela 55, Cd. Satélite, 53100 ucalpan de Juárez, Méx., Mexico"
19.2904159,-99.1549331,0,,Edificio,Grietas largas y diagoles en muros,"Vasco de Quiroga 184, Belisario Domínguez Secc 16, 14080 Ciudad de México, CDMX, Mexico"
19.3573836,-99.1601452,0,,Edificio,Grietas en el sótano y estaciomiento PB,"Vie 71, Del Carmen, 04100 Ciudad de México, CDMX, Mexico"
19.4152562,-99.0470518,0,,Edificio,"Cuartiaduras en techo, y grietas en el segundo piso","Amecameca 127, Maravillas, 57410 Nezahualcóyotl, Méx., Mexico"
19.4292963,-99.1469096,0,,Edificio,Grietas en escaleras del inmbueble y en paredes dentro de los deptos,"Revillagigedo 78, Colonia Centro, Centro, 06000 Centro, CDMX, Mexico"
19.4249537,-99.1555956,0,,Edificio,"Grietas en la fachada del Edificio. Son grietas horizontales, verticales y un par sesgadas.","Av Chapultepec 130, Roma Nte., 06700 Ciudad de México, CDMX, Mexico"
18.3198107,-97.3429101,0,,Edificio,Caida de muro y grietas,"Benito Juárez Oriente 46, Primera, San Gabriel Chilac, Pue., Mexico"
19.3546959,-99.1256754,0,,Edificio,Se callo el techo de mi casa,"Pegaso 86, Prado Churubusco, 04230 Ciudad de México, CDMX, Mexico"
19.4773207,-99.2171014,0,,Edificio,Fisuras en la parte trasera desde las esquis de las puertas y ventas hasta mitad de pared. Es u casa de 2 pisos y los daños se presentan en la planta baja,"Jesús Capistrán 75, San Pedro Xalpa, 02719 Ciudad de México, CDMX, Mexico"
19.4059661,-99.1668735,0,,Edificio,"Daño interior, cuarteaduras, el Edificio de a lado es peligroso.","Av. Baja California 210, Roma Sur, 06760 Ciudad de México, CDMX, Mexico"
19.3750888,-99.1763966,0,,Edificio,Grietas se necesita corroborar por peotección civil si fueran son daños estructurales,"San Lorenzo 153, Tlacoquemecatl del Valle, 03200 Ciudad de México, CDMX, Mexico"
19.3967256,-99.0966793,0,,Edificio,"Fisuras en las paredes, ruptura de las escaleras, desprendimiento de vidrios, caída de plafones y desprendimiento de aplados.","Av. Té 840, Granjas México, 08400 Ciudad de México, CDMX, Mexico"
19.3009239,-98.249022,0,,Edificio,"Grietas en toda la parte alta y u grieta por dentro y por fuera, escaleras con grietas","90110, Orquídeas, La Trinidad Tepehitec, 90115 Tlaxcala de Xicohténcatl, Tlax., Mexico"
19.4277742,-99.0671491,0,,Edificio,"severas grietas con  peligro de derrumbe, se solicita apoyo de proteccion civil para corroborar los daños.","Gral. Jesús Carranza 5, Caracol, 15650 Ciudad de México, CDMX, Mexico"
19.2616103,-99.5896151,0,,Edificio,Dos grietas,"Hacienda la Quemada 651, Andrés Moli Enríquez, 52149 Metepec, Méx., Mexico"
19.2900421,-99.663802,0,,Edificio,Grietas en muros y escaleras,"México 15 & Calle Eduardo Gonzalez y Pichardo, Barrio de la Merced, 50080 Toluca de Lerdo, Méx., Mexico"
19.3355546,-99.1615932,0,,Edificio,Las colums  en la base del Edificio se agrietaron,"Eje 10 Sur, Av. Pedro Henríquez Ureña, Pedregal de Coyoacán, Los Reyes, 04330 Ciudad de México, CDMX, Mexico"
19.0630471,-98.2407243,0,,Edificio,gritas que estan cerca de colums y que se ven de lado a lado de la pared,"Calle 7 Pte. 717, Reforma Sur, 72160 Puebla, Pue., Mexico"
19.3968515,-99.1703675,0,,Edificio,"Grietas, fracturas y fisuras","Av. Magdale 33, Col del Valle Nte, 03103 Del Valle Nte, CDMX, Mexico"
19.3722316,-99.0671057,0,,Edificio,Grieta en pared en el interior de mi casa,"Sur 25 303, Sideral, Ciudad de México, CDMX, Mexico"
19.3511121,-99.178566,0,,Edificio,Multiples grietas y cuarteaduras en todo el Edificio (12 pisos),"Avenida Universidad 1601, Agrícola, Chimalistac, 01050 Ciudad de México, CDMX, Mexico"
19.3794111,-99.0946516,0,,Edificio,Techo derrumbado,"Av. Leyes de Reforma 303, Área Federal Central de Abastos, Ciudad de México, CDMX, Mexico"
19.4231622,-99.0618669,0,,Edificio,Pared cuarteada en su totalidad,"Circunvalación, Ciudad de México, CDMX, Mexico"
19.4838661,-99.0339889,0,,Edificio,Grietas en la casa,"Plaza de La República, Plazas de Aragon, 57139 Nezahualcóyotl, Méx., Mexico"
19.550222,-99.0796238,0,,Edificio,Grieta en u barda,"Calle A 43, Tepeolulco, 55310 Ecatepec de Morelos, Méx., Mexico"
19.4343038,-99.1457598,0,,Edificio,"No ha venido protección civil a revisar el Edificio .. por fuera se ve bien, por dentro si hubo daños","Revillagigedo 18, Colonia Centro, Centro, 06000 Ciudad de México, CDMX, Mexico"
19.3692373,-99.1742632,0,,Edificio,Grietas por toda la casa,"José Igcio Bartolache 1833, Col del Valle Sur, 03100 Ciudad de México, CDMX, Mexico"
19.4174662,-99.1734637,0,,Edificio,"Se cayó la herrería con cristales de la fachada, dejando sin u pared el Edificio","Acapulco 70, Roma Nte., 06700 Ciudad de México, CDMX, Mexico"
19.3811133,-99.0120348,0,,Edificio,grieta vertical en el segundo piso que abre la pared aproximadamente 5 cm,"Calle Malinche 85, Vicente Villada, 57710 Nezahualcóyotl, Méx., Mexico"
19.4656658,-99.0991184,0,,Edificio,Grietas,"Nte. 86-A 6006, Gertrudis Sánchez II Secc, 07839 Ciudad de México, CDMX, Mexico"
19.5453296,-99.1349995,0,,Edificio,Un cuarto tiene varias cuarteaduras en el techo las escaleras tambien tienen cuarteaduras y la marquesi tuvo un pequeño desprendimiento,"Igcio Zaragoza 47, Castillo Chico, 07220 Ciudad de México, CDMX, Mexico"
19.4335812,-99.18561,0,,Edificio,Ninguno,"Petrarca 253, Polanco, Polanco V Secc, 11560 Ciudad de México, CDMX, Mexico"
19.4326197,-99.1728572,0,,Edificio,Se hicieron grietas en dos paredes diferentes de mi departamento,"Av Ejército ciol 17, Verónica Anzúres, 11300 Ciudad de México, CDMX, Mexico"
19.4530742,-99.2819545,0,,Edificio,Grietas,"Igcio Zaragoza 4, Emiliano Zapata, 53660 ucalpan de Juárez, Méx., Mexico"
17.0618449,-96.7112829,0,,Edificio,U pared caída 2 agrietadas total,"Lázaro Cárdes 0, Benito Juárez, 68100 Oaxaca, Oax., Mexico"
19.4608627,-99.1281957,0,,Edificio,Grieta severa en trabe y grietas menores en pared,"Calle Verdi 5, Peralvillo, 06220 Ciudad de México, CDMX, Mexico"
19.4246732,-99.1667668,0,,Edificio,Grietas en las paredes de las escaleras,"Florencia 37, Juárez, 06600 Ciudad de México, CDMX, Mexico"
19.4106148,-99.0957859,0,,Edificio,Cuarteadura en techos,"Av. 16 49, Igcio Zaragoza, 15000 Ciudad de México, CDMX, Mexico"
19.4165676,-99.1181546,0,,Edificio,Grietas y cuartiaduras diagoles,"Calle 1847 30, El Parque, 15960 Ciudad de México, CDMX, Mexico"
19.4004104,-99.1433845,0,,Edificio,Grietas,"Alfonso XIII 123, Álamos, 03400 Ciudad de México, CDMX, Mexico"
19.4357731,-99.1793296,0,,Edificio,Grietas y fugas de agua,"Av Ejército ciol 216, Anzures, 11590 Ciudad de México, CDMX, Mexico"
19.4285168,-99.1764854,0,,Edificio,Grietas en paredes. Escalera separada de la pared.,"Descartes 48, Anzures, 11590 Ciudad de México, CDMX, Mexico"
19.3647037,-99.14472,0,,Edificio,Grieta de dos pisos en colum principal,"Gral. Emiliano Zapata 79, Portales Nte, 03300 Ciudad de México, CDMX, Mexico"
19.3775139,-99.1408891,0,,Edificio,Grieta en pared de departamento dentro de Edificio con riesgos estructurales,"Cumbres de Maltrata 718, Col del Lago, 03640 Ciudad de México, CDMX, Mexico"
19.4375729,-99.1542981,0,,Edificio,"Grietas en departamentos, fachada y muros de carga","Calle Tomas Alva Edison 91, Tabacalera, 06030 Ciudad de México, CDMX, Mexico"
19.2724097,-99.1603422,0,,Edificio,Grietas pequeñas en todos los departamentos y pisos,"Camino Viejo a San Pedro Mártir 99, San Andrés Totoltepec, 14400 Ciudad de México, CDMX, Mexico"
19.6852168,-99.0368076,0,,Edificio,Grieta y levantamiento de azulejo en pared de coci,"Paseo Acueducto 6, San Pedro Atzompa, 55770 Ojo de Agua, Méx., Mexico"
17.0690003,-96.7085644,0,,Edificio,Pared y techo con grietas,"Argenti 310, America Sur, 68104 Oaxaca, Oax., Mexico"
19.4376624,-99.1545753,0,,Edificio,"Grietas en varios muros del Edificio, queremos asegurarnos que no haya habido daño en la estructura","Calle Tomas Alva Edison 95, Tabacalera, 06030 Ciudad de México, CDMX, Mexico"
19.4191949,-99.1491826,0,,Edificio,Grietas en escaleras y departamento del 5 piso,"Calle Dr Velasco 96, Doctores, 06720 Ciudad de México, CDMX, Mexico"
19.3839404,-99.0264197,0,,Edificio,"El vecino de a lado no tiene contrabarda y se cayó del otro lado unos ladrillos, de mi lado se cayó us losetas","Dora 78, San Lorenzo Xicoténcatl, Ciudad de México, CDMX, Mexico"
16.857814,-99.8166802,0,,Edificio,"Grietas en escaleras y balcones. Podrían desprenderse balcones y caer al frente a algun traunseunte, escaleras podrían colapsar y evitar desalojo de Edificio en caso de un sismo","Peña Blanca s/n, El Coloso, 39810 Acapulco, Gro., Mexico"
19.4285168,-99.1764854,0,,Edificio,Paredes destrazadas posibles fracturas de estructura urge revisar,"Descartes 48, Anzures, 11590 Ciudad de México, CDMX, Mexico"
19.4411183,-99.1688081,0,,Edificio,Cuarteaduras en techo,"Nezahualpilli 50, Tlaxpa, 11370 Ciudad de México, CDMX, Mexico"
19.3664684,-99.1727289,0,,Edificio,Superficial. Grieta en loseta y grieta en la unión del marco de la puerta y la pared.,"Av. Coyoacán 1625, Col del Valle Sur, 03100 Ciudad de México, CDMX, Mexico"
19.388433,-99.1682071,0,,Edificio,"El Edificio presenta cuarteaduras, grietas, ventas rotas.","Adolfo Prieto 912, Col del Valle Centro, 03100 Ciudad de México, CDMX, Mexico"
19.4137827,-99.0844797,0,,Edificio,"Barda perímetral fracturada recargada sobre poste de luz, peligro de que colapse.","Secretaría del Trabajo 211, 4 Árboles, 15730 Ciudad de México, CDMX, Mexico"
19.4137827,-99.0844797,0,,Edificio,"Barda perímetral fracturada recargada sobre poste de luz, peligro de que colapse.","Secretaría del Trabajo 211, 4 Árboles, 15730 Ciudad de México, CDMX, Mexico"
19.4695087,-99.1571974,0,,Edificio,"Hay un poste de electricidad en la esqui de la calle jorullo esq. San Francisco Xocotitla que se dañó, está agrietado y está inclido.","Jorullo 27, Col del Gas, 02950 Ciudad de México, CDMX, Mexico"
19.3039174,-99.180816,0,,Edificio,Varias grietas,"Ocaso 11, Insurgentes Cuicuilco, 04530 Ciudad de México, CDMX, Mexico"
17.4587546,-97.2218628,0,,Edificio,Grietas en la pared y techo,"Porfirio Díaz 21, La Peña, 69600 Asunción Nochixtlán, Oax., Mexico"
16.846051,-99.8125646,0,,Edificio,Grietas en fachadas y escaleras grietas profundas con rriesco a colapsar estaleras de acceso al edif. Etap 10 edif. 39,"Vicente Gro., coloso ruta axtel, El Coloso, Acapulco, Gro., Mexico"
19.4153753,-99.0774288,0,,Edificio,Grietas y barda por caerse,"Luis Bleriot 146, Aviación Civil, 15740 Ciudad de México, CDMX, Mexico"
19.3066327,-99.147465,0,,Edificio,"paredes recargadas y movidas de lugar, la casa se inclinó y hay demasiadas grietas, u de las paredes está sepada y se cuela agua hacia la toma de luz","Buevista 39, Sta. Úrsula Coapa, 04650 Ciudad de México, CDMX, Mexico"
19.3167242,-99.1396405,0,,Edificio,Grietas en los muros,"Calz. de Tlalpan 2905, El Reloj, 04640 Ciudad de México, CDMX, Mexico"
19.3648893,-99.1517007,0,,Edificio,Colapsó el Edificio planta baja y primer piso aplastados,"Saratoga 714, Portales Sur, 03300 Ciudad de México, CDMX, Mexico"
19.2884396,-99.0069827,0,,Edificio,"Gritas, fuga de agua, falta de luz.","Montes Cárpatos 78, Selene 2da Secc, 13420 Ciudad de México, CDMX, Mexico"
19.4563173,-99.1211161,0,,Edificio,"Grietas en varios depaetamentos, ticos y caida parcial de u barda de u jardinera","Plomo 134, Valle Gómez, 15210 Ciudad de México, CDMX, Mexico"
19.3330414,-99.0562356,0,,Edificio,"Se hundió la calle, aproximadamente medio escalón","Porfirio Díaz 28, Presidentes de México, 09740 Ciudad de México, CDMX, Mexico"
19.4367558,-99.1793111,0,,Edificio,"Grietas en muros divisorios, desprendimiento de acabados, grietas en aplados a altura de trabes en cubos de escaleras","Av Ejército ciol 225, Irrigación, Anáhuac I Secc, 11320 Ciudad de México, CDMX, Mexico"
19.4079551,-99.1891262,0,,Edificio,Barandal a punto de caer,"Goberdor Agustín Vicente Eguia 72, San Miguel Chapultepec I Secc, 11850 Ciudad de México, CDMX, Mexico"
19.4046791,-99.271593,0,,Edificio,Grietas en todos los departamentos del condominio,"Blvd. Magnocentro 105, Bosque de las Palmas, 52786 ucalpan de Juárez, Méx., Mexico"
19.386569,-99.2551741,0,,Edificio,Daño severo en la entrada de Edificio.,"Bosque de Cidros 102, Bosques de las Lomas, 05120 Ciudad de México, CDMX, Mexico"
19.4141835,-99.1574621,0,,Edificio,Grieta en dos departamentos transversal en u pared y del estaciomiento,"Córdoba 160, Roma Nte., 06700 Ciudad de México, CDMX, Mexico"
19.3369583,-99.0614169,0,,Edificio,Grietas y posibles derrumbes,"Revolución 10, Francisco Villa, 09720 Ciudad de México, CDMX, Mexico"
19.4183224,-99.0379655,0,,Edificio,Grietas diagales y en zic zac,"Calle 30 27, Estado de Mexico, 57210 Nezahualcóyotl, Méx., Mexico"
18.2747054,-96.0006523,0,,Edificio,Derrumbe de techo,"Av. 5 de Mayo 315, Centro, Ver., Mexico"
19.4361311,-99.1688158,0,,Edificio,Grietas profundas en muros y colums,"Av. Parque Vía 90, San Rafael, 06470 Ciudad de México, CDMX, Mexico"
19.4273777,-99.1764945,0,,Edificio,"En escaleras y sitios de trabajo se aprecian gritas en diagol, en partes es visible el ladrillo, durante el sismo el Edificio se tallo con el de al lado y género escombros, piden que se labore normalmente.","Shakespeare 39, Anzures, 11590 Ciudad de México, CDMX, Mexico"
